narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P01_96_25,P01,P01_96,00:08:10.70,00:08:10.70,00:08:15.60,29441,29734,add bacon,add,46,bacon,163,['bacon'],[163]
P01_96_27,P01,P01_96,00:08:29.70,00:08:29.70,00:08:30.60,30581,30635,stir food,stir,10,food,34,['food'],[34]
P01_96_28,P01,P01_96,00:08:32.70,00:08:32.70,00:08:35.90,30760,30954,stir food,stir,10,food,34,['food'],[34]
P01_96_29,P01,P01_96,00:08:41.90,00:08:41.90,00:08:45.00,31315,31498,stir food,stir,10,food,34,['food'],[34]
P01_96_30,P01,P01_96,00:08:53.90,00:08:53.90,00:08:57.20,32031,32230,add pea,add,46,pea,193,['pea'],[193]
P01_96_31,P01,P01_96,00:09:00.90,00:09:00.90,00:09:06.60,32452,32796,stir food,stir,10,food,34,['food'],[34]
P01_96_34,P01,P01_96,00:09:20.50,00:09:20.50,00:09:23.90,33631,33836,stir food,stir,10,food,34,['food'],[34]
P01_96_35,P01,P01_96,00:09:27.30,00:09:27.30,00:09:33.60,34036,34414,stir food,stir,10,food,34,['food'],[34]
P01_96_36,P01,P01_96,00:09:36.00,00:09:36.00,00:09:38.30,34559,34700,stir food,stir,10,food,34,['food'],[34]
P01_96_37,P01,P01_96,00:09:43.70,00:09:43.70,00:09:47.30,35021,35239,add salt,add,46,salt,38,['salt'],[38]
P01_96_38,P01,P01_96,00:09:50.70,00:09:50.70,00:09:59.70,35440,35980,stir food,stir,10,food,34,['food'],[34]
P01_96_39,P01,P01_96,00:14:18.40,00:14:18.40,00:14:27.00,51506,52019,stir food,stir,10,food,34,['food'],[34]
P01_96_40,P01,P01_96,00:19:18.60,00:19:18.60,00:19:21.30,69518,69680,stir food,stir,10,food,34,['food'],[34]
P01_96_42,P01,P01_96,00:19:23.20,00:19:23.20,00:19:33.00,69792,70379,stir food,stir,10,food,34,['food'],[34]
P01_96_43,P01,P01_96,00:19:34.70,00:19:34.70,00:19:39.30,70480,70755,stir food,stir,10,food,34,['food'],[34]
P01_96_44,P01,P01_96,00:20:51.20,00:20:51.20,00:21:09.10,75072,76148,stir food,stir,10,food,34,['food'],[34]
P01_96_45,P01,P01_96,00:21:20.10,00:21:20.10,00:21:23.30,76803,76998,add salt,add,46,salt,38,['salt'],[38]
P01_96_46,P01,P01_96,00:21:29.70,00:21:29.70,00:21:39.50,77382,77972,stir food,stir,10,food,34,['food'],[34]
P01_98_0,P01,P01_98,00:00:22.30,00:00:22.30,00:00:23.30,1337,1397,add potato,add,46,potato,30,['potato'],[30]
P01_98_1,P01,P01_98,00:00:24.00,00:00:24.00,00:00:24.50,1440,1470,add potato,add,46,potato,30,['potato'],[30]
P01_98_2,P01,P01_98,00:00:26.10,00:00:26.10,00:00:29.70,1565,1783,add potato,add,46,potato,30,['potato'],[30]
P01_98_3,P01,P01_98,00:00:31.50,00:00:31.50,00:00:31.70,1890,1904,stir potato,stir,10,potato,30,['potato'],[30]
P01_98_4,P01,P01_98,00:01:05.50,00:01:05.50,00:01:07.60,3930,4058,add potato,add,46,potato,30,['potato'],[30]
P01_98_5,P01,P01_98,00:01:11.80,00:01:11.80,00:01:16.60,4305,4594,stir potato,stir,10,potato,30,['potato'],[30]
P01_98_6,P01,P01_98,00:03:36.60,00:03:36.60,00:03:52.60,12994,13955,cut garlic,cut,7,garlic,51,['garlic'],[51]
P01_98_7,P01,P01_98,00:03:38.10,00:03:38.10,00:03:54.70,13084,14084,add garlic,add,46,garlic,51,['garlic'],[51]
P01_98_8,P01,P01_98,00:04:01.90,00:04:01.90,00:04:04.00,14517,14640,stir potato,stir,10,potato,30,['potato'],[30]
P01_98_9,P01,P01_98,00:04:04.60,00:04:04.60,00:04:09.10,14679,14945,add onion,add,46,onion,16,['onion'],[16]
P01_98_10,P01,P01_98,00:04:12.30,00:04:12.30,00:04:20.90,15138,15654,stir food,stir,10,food,34,['food'],[34]
P01_98_11,P01,P01_98,00:06:35.70,00:06:35.70,00:06:43.10,23741,24185,stir food,stir,10,food,34,['food'],[34]
P01_98_12,P01,P01_98,00:09:23.80,00:09:23.80,00:09:30.30,33830,34219,stir food,stir,10,food,34,['food'],[34]
P01_98_13,P01,P01_98,00:13:08.70,00:13:08.70,00:13:17.20,47321,47830,stir food,stir,10,food,34,['food'],[34]
P01_98_15,P01,P01_98,00:14:36.10,00:14:36.10,00:14:37.20,52565,52630,add oil,add,46,oil,31,['oil'],[31]
P01_98_17,P01,P01_98,00:15:04.90,00:15:04.90,00:15:05.60,54295,54335,add meat,add,46,meat,28,['meat'],[28]
P01_98_18,P01,P01_98,00:15:05.80,00:15:05.80,00:15:08.30,54346,54500,spread oil,spread,27,oil,31,['oil'],[31]
P01_98_19,P01,P01_98,00:15:11.60,00:15:11.60,00:15:12.60,54695,54755,add meat,add,46,meat,28,['meat'],[28]
P01_98_22,P01,P01_98,00:15:23.10,00:15:23.10,00:15:25.30,55388,55520,add spice,add,46,spice,85,['spice'],[85]
P01_98_23,P01,P01_98,00:15:26.90,00:15:26.90,00:15:31.50,55615,55890,stir food,stir,10,food,34,['food'],[34]
P01_98_24,P01,P01_98,00:15:39.00,00:15:39.00,00:15:40.90,56343,56455,add salt,add,46,salt,38,['salt'],[38]
P01_98_25,P01,P01_98,00:15:42.00,00:15:42.00,00:15:43.80,56521,56626,add salt,add,46,salt,38,['salt'],[38]
P01_98_26,P01,P01_98,00:15:45.30,00:15:45.30,00:15:53.30,56720,57199,stir food,stir,10,food,34,['food'],[34]
P01_98_27,P01,P01_98,00:16:32.20,00:16:32.20,00:16:34.10,59533,59644,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_28,P01,P01_98,00:16:34.50,00:16:34.50,00:16:35.60,59670,59736,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_29,P01,P01_98,00:17:16.60,00:17:16.60,00:17:18.70,62195,62320,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_30,P01,P01_98,00:17:19.20,00:17:19.20,00:17:20.00,62349,62400,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_31,P01,P01_98,00:17:37.40,00:17:37.40,00:17:38.90,63445,63535,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_41,P01,P01_98,00:20:02.80,00:20:02.80,00:20:04.00,72171,72240,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_42,P01,P01_98,00:20:04.70,00:20:04.70,00:20:05.70,72282,72342,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_46,P01,P01_98,00:20:28.80,00:20:28.80,00:20:30.20,73726,73810,add oil,add,46,oil,31,['oil'],[31]
P01_98_47,P01,P01_98,00:20:40.70,00:20:40.70,00:20:42.60,74441,74555,add meat,add,46,meat,28,['meat'],[28]
P01_98_49,P01,P01_98,00:20:48.50,00:20:48.50,00:20:49.70,74911,74983,add meat,add,46,meat,28,['meat'],[28]
P01_98_50,P01,P01_98,00:20:52.50,00:20:52.50,00:20:55.50,75149,75330,add salt,add,46,salt,38,['salt'],[38]
P01_98_52,P01,P01_98,00:21:00.20,00:21:00.20,00:21:02.30,75611,75740,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_55,P01,P01_98,00:21:29.60,00:21:29.60,00:21:31.20,77374,77475,add salt,add,46,salt,38,['salt'],[38]
P01_98_56,P01,P01_98,00:21:32.30,00:21:32.30,00:21:33.80,77539,77628,add salt,add,46,salt,38,['salt'],[38]
P01_98_58,P01,P01_98,00:21:44.10,00:21:44.10,00:21:45.10,78245,78305,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_60,P01,P01_98,00:21:48.10,00:21:48.10,00:21:49.10,78484,78544,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_61,P01,P01_98,00:21:52.70,00:21:52.70,00:21:54.10,78764,78847,add meat,add,46,meat,28,['meat'],[28]
P01_98_62,P01,P01_98,00:22:07.50,00:22:07.50,00:22:08.20,79653,79690,cut meat,cut,7,meat,28,['meat'],[28]
P01_98_63,P01,P01_98,00:22:10.90,00:22:10.90,00:22:17.20,79852,80233,cut meat,cut,7,meat,28,['meat'],[28]
P01_98_64,P01,P01_98,00:22:17.90,00:22:17.90,00:22:19.20,80272,80354,cut meat,cut,7,meat,28,['meat'],[28]
P01_98_65,P01,P01_98,00:22:20.50,00:22:20.50,00:22:21.90,80429,80516,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_66,P01,P01_98,00:22:23.70,00:22:23.70,00:22:28.40,80622,80901,cut meat,cut,7,meat,28,['meat'],[28]
P01_98_68,P01,P01_98,00:22:46.00,00:22:46.00,00:22:47.80,81963,82070,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_69,P01,P01_98,00:22:50.80,00:22:50.80,00:22:51.80,82249,82309,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_70,P01,P01_98,00:22:54.60,00:22:54.60,00:22:59.80,82478,82785,cut meat,cut,7,meat,28,['meat'],[28]
P01_98_71,P01,P01_98,00:23:01.60,00:23:01.60,00:23:02.80,82899,82969,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_72,P01,P01_98,00:23:07.40,00:23:07.40,00:23:09.00,83241,83340,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_74,P01,P01_98,00:23:20.10,00:23:20.10,00:23:23.60,84005,84214,stir food,stir,10,food,34,['food'],[34]
P01_98_76,P01,P01_98,00:23:42.60,00:23:42.60,00:23:43.60,85359,85419,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_77,P01,P01_98,00:23:44.00,00:23:44.00,00:23:45.20,85438,85509,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_80,P01,P01_98,00:23:49.50,00:23:49.50,00:23:50.80,85773,85850,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_81,P01,P01_98,00:24:00.70,00:24:00.70,00:24:01.50,86443,86493,add salt,add,46,salt,38,['salt'],[38]
P01_98_82,P01,P01_98,00:24:02.60,00:24:02.60,00:24:03.90,86555,86631,add salt,add,46,salt,38,['salt'],[38]
P01_98_83,P01,P01_98,00:24:05.90,00:24:05.90,00:24:13.40,86751,87203,stir food,stir,10,food,34,['food'],[34]
P01_98_85,P01,P01_98,00:24:33.10,00:24:33.10,00:24:33.70,88386,88424,flip meat,flip,22,meat,28,['meat'],[28]
P01_98_92,P01,P01_98,00:25:16.30,00:25:16.30,00:25:29.00,90976,91738,stir food,stir,10,food,34,['food'],[34]
P01_98_93,P01,P01_98,00:26:11.90,00:26:11.90,00:26:34.20,94311,95651,stir food,stir,10,food,34,['food'],[34]
P01_98_98,P01,P01_98,00:30:36.60,00:30:36.60,00:30:40.70,110199,110441,add oil,add,46,oil,31,['oil'],[31]
P01_98_105,P01,P01_98,00:33:33.70,00:33:33.70,00:33:37.20,120824,121031,add tortilla,add,46,tortilla,107,['tortilla'],[107]
P01_98_106,P01,P01_98,00:33:44.30,00:33:44.30,00:33:52.10,121460,121925,stir tortilla,stir,10,tortilla,107,['tortilla'],[107]
P01_98_108,P01,P01_98,00:33:56.40,00:33:56.40,00:34:22.20,122186,123730,stir tortilla,stir,10,tortilla,107,['tortilla'],[107]
P01_98_110,P01,P01_98,00:34:28.20,00:34:28.20,00:35:09.80,124091,126590,stir tortilla,stir,10,tortilla,107,['tortilla'],[107]
P01_98_112,P01,P01_98,00:36:06.30,00:36:06.30,00:36:28.00,129979,131280,flip tortilla,flip,22,tortilla,107,['tortilla'],[107]
P01_98_114,P01,P01_98,00:37:25.60,00:37:25.60,00:37:33.50,134737,135211,flip tortilla,flip,22,tortilla,107,['tortilla'],[107]
P01_3_0,P01,P01_3,00:01:50.40,00:01:50.40,00:01:50.90,6624,6654,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_1,P01,P01_3,00:01:50.90,00:01:50.90,00:01:51.90,6654,6714,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_2,P01,P01_3,00:01:55.00,00:01:55.00,00:01:56.00,6902,6962,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_3,P01,P01_3,00:01:57.50,00:01:57.50,00:01:59.90,7047,7191,add pasta,add,46,pasta,45,['pasta'],[45]
P01_3_4,P01,P01_3,00:02:08.50,00:02:08.50,00:02:09.50,7711,7771,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_5,P01,P01_3,00:02:10.10,00:02:10.10,00:02:12.50,7805,7947,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_3_6,P01,P01_3,00:02:13.20,00:02:13.20,00:02:14.20,7991,8051,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_7,P01,P01_3,00:02:15.50,00:02:15.50,00:02:16.50,8127,8188,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_8,P01,P01_3,00:02:24.60,00:02:24.60,00:02:25.00,8678,8700,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_9,P01,P01_3,00:02:25.00,00:02:25.00,00:02:25.60,8700,8736,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_10,P01,P01_3,00:02:37.50,00:02:37.50,00:02:38.50,9450,9510,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_11,P01,P01_3,00:02:39.80,00:02:39.80,00:02:42.30,9589,9736,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_3_12,P01,P01_3,00:02:43.40,00:02:43.40,00:02:44.40,9803,9863,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_13,P01,P01_3,00:03:05.70,00:03:05.70,00:03:06.50,11143,11187,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_14,P01,P01_3,00:03:05.90,00:03:05.90,00:03:09.50,11153,11369,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_3_15,P01,P01_3,00:03:09.50,00:03:09.50,00:03:10.50,11369,11429,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_16,P01,P01_3,00:03:31.70,00:03:31.70,00:03:32.70,12703,12763,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_17,P01,P01_3,00:03:32.10,00:03:32.10,00:03:34.10,12727,12846,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_3_18,P01,P01_3,00:03:33.90,00:03:33.90,00:03:34.90,12835,12895,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_19,P01,P01_3,00:03:45.00,00:03:45.00,00:03:46.00,13497,13557,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_20,P01,P01_3,00:03:46.60,00:03:46.60,00:03:47.60,13596,13656,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_21,P01,P01_3,00:03:59.20,00:03:59.20,00:04:00.20,14353,14413,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_22,P01,P01_3,00:04:03.60,00:04:03.60,00:04:04.60,14617,14677,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_23,P01,P01_3,00:04:49.30,00:04:49.30,00:04:50.30,17358,17418,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_25,P01,P01_3,00:04:50.60,00:04:50.60,00:04:51.60,17433,17493,cover pot,cover,36,pot,29,['pot'],[29]
P01_3_26,P01,P01_3,00:05:09.50,00:05:09.50,00:05:10.50,18568,18628,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_3_27,P01,P01_3,00:05:10.60,00:05:10.60,00:05:11.60,18635,18695,stir pasta,stir,10,pasta,45,['pasta'],[45]
P01_5_0,P01,P01_5,00:00:05.40,00:00:05.40,00:00:06.60,325,398,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_5_1,P01,P01_5,00:00:08.00,00:00:08.00,00:00:09.40,483,566,add egg,add,46,egg,53,['egg'],[53]
P01_5_2,P01,P01_5,00:00:10.00,00:00:10.00,00:00:10.90,600,653,add egg,add,46,egg,53,['egg'],[53]
P01_5_3,P01,P01_5,00:00:11.60,00:00:11.60,00:00:12.50,695,749,add egg,add,46,egg,53,['egg'],[53]
P01_5_4,P01,P01_5,00:00:12.50,00:00:12.50,00:00:13.50,748,808,cover pot,cover,36,pot,29,['pot'],[29]
P01_5_6,P01,P01_5,00:02:14.80,00:02:14.80,00:02:15.80,8088,8148,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_5_7,P01,P01_5,00:02:16.20,00:02:16.20,00:02:17.20,8173,8233,remove egg,remove,12,egg,53,['egg'],[53]
P01_5_8,P01,P01_5,00:02:18.90,00:02:18.90,00:02:20.00,8337,8397,remove egg,remove,12,egg,53,['egg'],[53]
P01_7_1,P01,P01_7,00:00:11.70,00:00:11.70,00:00:12.20,700,735,crack egg,crack,30,egg,53,['egg'],[53]
P01_7_2,P01,P01_7,00:00:12.20,00:00:12.20,00:00:17.90,735,1072,add egg,add,46,egg,53,['egg'],[53]
P01_7_3,P01,P01_7,00:00:20.40,00:00:20.40,00:00:20.60,1227,1239,crack egg,crack,30,egg,53,['egg'],[53]
P01_7_4,P01,P01_7,00:00:21.00,00:00:21.00,00:00:22.90,1262,1373,add egg,add,46,egg,53,['egg'],[53]
P01_7_7,P01,P01_7,00:00:31.10,00:00:31.10,00:00:32.60,1867,1958,move egg,move,11,egg,53,['egg'],[53]
P01_7_8,P01,P01_7,00:00:34.10,00:00:34.10,00:00:35.00,2043,2103,move egg,move,11,egg,53,['egg'],[53]
P01_7_9,P01,P01_7,00:00:35.50,00:00:35.50,00:00:35.80,2130,2148,crack egg,crack,30,egg,53,['egg'],[53]
P01_7_10,P01,P01_7,00:00:35.80,00:00:35.80,00:00:38.60,2148,2315,add egg,add,46,egg,53,['egg'],[53]
P01_7_13,P01,P01_7,00:01:12.60,00:01:12.60,00:01:13.60,4356,4416,move egg,move,11,egg,53,['egg'],[53]
P01_7_14,P01,P01_7,00:01:13.90,00:01:13.90,00:01:15.70,4435,4541,move egg,move,11,egg,53,['egg'],[53]
P01_7_15,P01,P01_7,00:01:15.90,00:01:15.90,00:01:16.90,4555,4615,move egg,move,11,egg,53,['egg'],[53]
P01_9_0,P01,P01_9,00:00:35.90,00:00:35.90,00:00:37.70,2153,2261,add oil,add,46,oil,31,['oil'],[31]
P01_9_1,P01,P01_9,00:00:47.50,00:00:47.50,00:01:02.60,2848,3757,add garlic,add,46,garlic,51,['garlic'],[51]
P01_9_2,P01,P01_9,00:03:00.50,00:03:00.50,00:03:01.90,10829,10914,add garlic,add,46,garlic,51,['garlic'],[51]
P01_9_4,P01,P01_9,00:03:28.40,00:03:28.40,00:03:37.00,12504,13017,stir garlic,stir,10,garlic,51,['garlic'],[51]
P01_9_6,P01,P01_9,00:03:52.50,00:03:52.50,00:03:53.70,13953,14019,cover pot,cover,36,pot,29,['pot'],[29]
P01_9_7,P01,P01_9,00:04:02.10,00:04:02.10,00:04:07.00,14525,14823,stir garlic,stir,10,garlic,51,['garlic'],[51]
P01_9_8,P01,P01_9,00:04:57.20,00:04:57.20,00:04:58.70,17834,17920,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_9_9,P01,P01_9,00:05:01.60,00:05:01.60,00:05:04.80,18098,18286,transfer garlic,transfer,11,garlic,51,['garlic'],[51]
P01_9_10,P01,P01_9,00:05:08.40,00:05:08.40,00:05:11.70,18505,18703,add onion,add,46,onion,16,['onion'],[16]
P01_9_11,P01,P01_9,00:05:13.60,00:05:13.60,00:05:20.10,18815,19205,stir onion,stir,10,onion,16,['onion'],[16]
P01_9_12,P01,P01_9,00:05:24.70,00:05:24.70,00:05:28.00,19481,19683,stir onion,stir,10,onion,16,['onion'],[16]
P01_9_13,P01,P01_9,00:06:04.00,00:06:04.00,00:06:06.60,21839,21994,add onion,add,46,onion,16,['onion'],[16]
P01_9_14,P01,P01_9,00:06:08.90,00:06:08.90,00:06:19.80,22136,22789,stir onion,stir,10,onion,16,['onion'],[16]
P01_9_15,P01,P01_9,00:07:33.70,00:07:33.70,00:07:35.30,27224,27315,add oil,add,46,oil,31,['oil'],[31]
P01_9_16,P01,P01_9,00:08:21.90,00:08:21.90,00:08:38.00,30116,31081,stir onion,stir,10,onion,16,['onion'],[16]
P01_9_17,P01,P01_9,00:08:53.10,00:08:53.10,00:08:57.30,31985,32239,stir onion,stir,10,onion,16,['onion'],[16]
P01_9_18,P01,P01_9,00:08:59.80,00:08:59.80,00:09:06.90,32391,32816,stir onion,stir,10,onion,16,['onion'],[16]
P01_9_19,P01,P01_9,00:09:06.90,00:09:06.90,00:09:19.30,32816,33559,transfer onion,transfer,11,onion,16,['onion'],[16]
P01_9_20,P01,P01_9,00:09:22.60,00:09:22.60,00:09:24.60,33758,33874,add carrot,add,46,carrot,23,['carrot'],[23]
P01_9_21,P01,P01_9,00:09:24.60,00:09:24.60,00:09:26.90,33874,34016,stir carrot,stir,10,carrot,23,['carrot'],[23]
P01_9_22,P01,P01_9,00:09:45.20,00:09:45.20,00:09:47.40,35111,35242,add sauce,add,46,sauce,47,['sauce'],[47]
P01_9_23,P01,P01_9,00:10:07.00,00:10:07.00,00:10:09.00,36423,36540,add sauce,add,46,sauce,47,['sauce'],[47]
P01_9_24,P01,P01_9,00:10:15.00,00:10:15.00,00:10:16.90,36898,37013,add sauce,add,46,sauce,47,['sauce'],[47]
P01_9_25,P01,P01_9,00:10:23.50,00:10:23.50,00:10:27.70,37410,37659,stir carrot,stir,10,carrot,23,['carrot'],[23]
P01_9_26,P01,P01_9,00:10:28.40,00:10:28.40,00:10:34.00,37704,38042,stir carrot,stir,10,carrot,23,['carrot'],[23]
P01_9_27,P01,P01_9,00:10:34.50,00:10:34.50,00:10:38.60,38073,38318,stir food,stir,10,food,34,['food'],[34]
P01_9_28,P01,P01_9,00:10:40.30,00:10:40.30,00:10:41.50,38420,38489,cover pot,cover,36,pot,29,['pot'],[29]
P01_9_29,P01,P01_9,00:10:44.80,00:10:44.80,00:10:47.10,38686,38825,add oil,add,46,oil,31,['oil'],[31]
P01_9_30,P01,P01_9,00:11:11.20,00:11:11.20,00:11:25.50,40270,41129,stir carrot,stir,10,carrot,23,['carrot'],[23]
P01_9_31,P01,P01_9,00:11:45.70,00:11:45.70,00:11:57.80,42345,43070,stir carrot,stir,10,carrot,23,['carrot'],[23]
P01_9_32,P01,P01_9,00:12:24.20,00:12:24.20,00:12:26.00,44655,44761,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_9_33,P01,P01_9,00:12:27.00,00:12:27.00,00:12:28.90,44822,44931,stir carrot,stir,10,carrot,23,['carrot'],[23]
P01_9_34,P01,P01_9,00:12:29.90,00:12:29.90,00:12:36.70,44991,45400,transfer carrot,transfer,11,carrot,23,['carrot'],[23]
P01_9_35,P01,P01_9,00:12:39.20,00:12:39.20,00:12:42.90,45551,45774,stir food,stir,10,food,34,['food'],[34]
P01_9_36,P01,P01_9,00:12:43.40,00:12:43.40,00:12:44.40,45803,45863,cover pot,cover,36,pot,29,['pot'],[29]
P01_9_37,P01,P01_9,00:19:58.90,00:19:58.90,00:19:59.90,71932,71992,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_9_38,P01,P01_9,00:20:01.60,00:20:01.60,00:20:07.20,72098,72435,stir food,stir,10,food,34,['food'],[34]
P01_9_39,P01,P01_9,00:20:07.00,00:20:07.00,00:20:08.20,72420,72493,cover pot,cover,36,pot,29,['pot'],[29]
P01_9_40,P01,P01_9,00:23:12.80,00:23:12.80,00:23:15.40,83570,83725,add meat,add,46,meat,28,['meat'],[28]
P01_9_41,P01,P01_9,00:23:43.30,00:23:43.30,00:23:59.20,85395,86355,stir meat,stir,10,meat,28,['meat'],[28]
P01_9_42,P01,P01_9,00:24:22.20,00:24:22.20,00:24:30.70,87734,88243,stir meat,stir,10,meat,28,['meat'],[28]
P01_9_45,P01,P01_9,00:25:14.20,00:25:14.20,00:25:18.00,90852,91077,add milk,add,46,milk,64,['milk'],[64]
P01_9_46,P01,P01_9,00:25:23.40,00:25:23.40,00:25:27.90,91403,91673,add milk,add,46,milk,64,['milk'],[64]
P01_9_47,P01,P01_9,00:26:23.10,00:26:23.10,00:26:33.00,94986,95578,add spice,add,46,spice,85,['spice'],[85]
P01_9_48,P01,P01_9,00:26:38.60,00:26:38.60,00:26:57.20,95915,97035,stir meat,stir,10,meat,28,['meat'],[28]
P01_9_50,P01,P01_9,00:27:09.30,00:27:09.30,00:27:16.50,97761,98191,stir meat,stir,10,meat,28,['meat'],[28]
P01_9_51,P01,P01_9,00:27:15.00,00:27:15.00,00:27:16.00,98101,98161,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_9_52,P01,P01_9,00:27:24.00,00:27:24.00,00:27:38.60,98639,99516,transfer meat,transfer,11,meat,28,['meat'],[28]
P01_9_53,P01,P01_9,00:27:47.10,00:27:47.10,00:27:53.50,100024,100412,stir food,stir,10,food,34,['food'],[34]
P01_9_54,P01,P01_9,00:27:54.30,00:27:54.30,00:27:55.70,100460,100539,cover pot,cover,36,pot,29,['pot'],[29]
P01_9_55,P01,P01_9,00:28:02.10,00:28:02.10,00:28:03.10,100926,100986,add oil,add,46,oil,31,['oil'],[31]
P01_9_56,P01,P01_9,00:28:06.30,00:28:06.30,00:28:07.70,101176,101262,cover pot,cover,36,pot,29,['pot'],[29]
P01_9_57,P01,P01_9,00:28:09.20,00:28:09.20,00:28:10.90,101352,101455,add vegetable,add,46,vegetable,94,['vegetable'],[94]
P01_9_58,P01,P01_9,00:28:11.20,00:28:11.20,00:28:16.40,101474,101784,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_9_60,P01,P01_9,00:29:13.00,00:29:13.00,00:29:22.90,105182,105774,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_9_61,P01,P01_9,00:29:44.80,00:29:44.80,00:29:56.90,107086,107812,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_9_62,P01,P01_9,00:29:57.10,00:29:57.10,00:30:01.80,107828,108108,add vegetable,add,46,vegetable,94,['vegetable'],[94]
P01_9_63,P01,P01_9,00:30:15.00,00:30:15.00,00:30:21.80,108901,109311,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_9_64,P01,P01_9,00:30:23.60,00:30:23.60,00:30:24.60,109419,109479,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_9_65,P01,P01_9,00:30:26.80,00:30:26.80,00:30:27.80,109606,109666,cover pot,cover,36,pot,29,['pot'],[29]
P01_9_66,P01,P01_9,00:30:33.30,00:30:33.30,00:30:34.30,109999,110059,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_9_67,P01,P01_9,00:30:39.50,00:30:39.50,00:30:45.80,110370,110750,transfer vegetable,transfer,11,vegetable,94,['vegetable'],[94]
P01_9_68,P01,P01_9,00:30:53.50,00:30:53.50,00:30:55.70,111211,111344,add vegetable,add,46,vegetable,94,['vegetable'],[94]
P01_9_69,P01,P01_9,00:30:57.70,00:30:57.70,00:30:58.70,111465,111525,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_9_71,P01,P01_9,00:31:06.20,00:31:06.20,00:31:07.20,111971,112031,cover pot,cover,36,pot,29,['pot'],[29]
P01_9_72,P01,P01_9,00:31:07.30,00:31:07.30,00:31:11.90,112037,112314,stir vegetable,stir,10,vegetable,94,['vegetable'],[94]
P01_9_73,P01,P01_9,00:31:11.90,00:31:11.90,00:31:17.00,112312,112622,stir food,stir,10,food,34,['food'],[34]
P01_9_74,P01,P01_9,00:31:26.00,00:31:26.00,00:31:29.90,113161,113394,add spice,add,46,spice,85,['spice'],[85]
P01_9_75,P01,P01_9,00:31:35.40,00:31:35.40,00:31:42.50,113723,114152,stir food,stir,10,food,34,['food'],[34]
P01_9_76,P01,P01_9,00:31:47.30,00:31:47.30,00:31:50.20,114440,114611,add oil,add,46,oil,31,['oil'],[31]
