narration_id,video_id,start_timestamp,stop_timestamp,narration,verb,verb_class,noun,noun_class
P01_68_112,P01_68,00:39:26.80,00:39:27.90,flip chicken,flip,12,chicken,33
P01_68_113,P01_68,00:39:29.00,00:39:30.00,flip chicken,flip,12,chicken,33
P01_68_114,P01_68,00:39:31.30,00:39:32.30,flip chicken,flip,12,chicken,33
P01_68_115,P01_68,00:39:32.80,00:39:33.80,flip chicken,flip,12,chicken,33
P01_68_116,P01_68,00:39:34.40,00:39:35.40,flip chicken,flip,12,chicken,33
P01_68_117,P01_68,00:39:36.00,00:39:37.20,flip chicken,flip,12,chicken,33
P01_68_118,P01_68,00:39:48.960,00:39:50.800,remove chicken,remove,4,chicken,33
P01_68_119,P01_68,00:39:52.440,00:39:53.560,remove chicken,remove,4,chicken,33
P01_68_120,P01_68,00:40:06.10,00:40:10.20,flip chicken,flip,12,chicken,33
P01_68_121,P01_68,00:40:03.520,00:40:04.560,remove chicken,remove,4,chicken,33
P01_68_122,P01_68,00:40:11.920,00:40:13.240,remove chicken,remove,4,chicken,33
P01_68_123,P01_68,00:43:19.80,00:43:20.90,flip chicken,flip,12,chicken,33
P01_68_124,P01_68,00:43:21.50,00:43:22.50,flip chicken,flip,12,chicken,33
P01_68_125,P01_68,00:43:23.20,00:43:24.50,flip chicken,flip,12,chicken,33
P01_68_126,P01_68,00:43:24.70,00:43:25.70,flip chicken,flip,12,chicken,33
P01_68_127,P01_68,00:43:26.20,00:43:27.30,flip chicken,flip,12,chicken,33
P01_68_128,P01_68,00:43:27.90,00:43:28.90,flip chicken,flip,12,chicken,33
P01_68_129,P01_68,00:43:29.50,00:43:30.50,flip chicken,flip,12,chicken,33
P01_68_130,P01_68,00:43:32.400,00:43:33.520,remove chicken,remove,4,chicken,33
P01_68_131,P01_68,00:43:35.800,00:43:37.000,remove chicken,remove,4,chicken,33
P01_68_132,P01_68,00:44:46.920,00:44:48.200,remove chicken,remove,4,chicken,33
P01_68_133,P01_68,00:44:52.120,00:44:53.800,remove chicken,remove,4,chicken,33
P01_68_134,P01_68,00:45:01.30,00:45:02.10,flip chicken,flip,12,chicken,33
P01_68_135,P01_68,00:45:02.80,00:45:03.70,flip chicken,flip,12,chicken,33
P01_68_136,P01_68,00:45:04.60,00:45:05.60,flip chicken,flip,12,chicken,33
P01_68_137,P01_68,00:45:07.40,00:45:07.80,flip chicken,flip,12,chicken,33
P01_68_138,P01_68,00:45:09.80,00:45:11.10,flip chicken,flip,12,chicken,33
P01_68_139,P01_68,00:45:12.10,00:45:12.40,flip chicken,flip,12,chicken,33
P01_68_140,P01_68,00:45:13.880,00:45:15.440,remove chicken,remove,4,chicken,33
P01_68_141,P01_68,00:45:23.520,00:45:25.120,move pan,move,7,pan,10
P01_68_142,P01_68,00:45:29.080,00:45:31.040,remove chicken,remove,4,chicken,33
P01_68_143,P01_68,00:45:32.680,00:45:34.200,remove chicken,remove,4,chicken,33
P01_69_0,P01_69,00:00:32.70,00:00:39.50,flip beef,flip,12,beef,47
P01_69_1,P01_69,00:02:02.20,00:02:12.50,flip beef,flip,12,beef,47
P01_69_2,P01_69,00:02:13.800,00:02:15.560,remove beef,remove,4,beef,47
P01_69_3,P01_69,00:02:16.000,00:02:17.640,remove beef,remove,4,beef,47
P01_69_4,P01_69,00:02:23.00,00:02:24.80,add beef,add,2,beef,47
P01_69_5,P01_69,00:02:38.20,00:02:42.30,pour oil,pour,5,oil,9
P01_69_6,P01_69,00:03:20.40,00:03:26.60,flip beef,flip,12,beef,47
P01_69_7,P01_69,00:03:27.50,00:03:35.10,add spice,add,2,spice,4
P01_69_8,P01_69,00:04:04.70,00:04:11.50,flip beef,flip,12,beef,47
P01_69_9,P01_69,00:04:18.080,00:04:21.560,remove beef,remove,4,beef,47
P01_69_10,P01_69,00:04:59.50,00:05:03.60,flip beef,flip,12,beef,47
P01_69_11,P01_69,00:05:03.80,00:05:07.00,add beef,add,2,beef,47
P01_69_12,P01_69,00:05:30.10,00:05:35.80,flip beef,flip,12,beef,47
P01_69_13,P01_69,00:05:46.360,00:05:49.040,remove beef,remove,4,beef,47
P01_69_14,P01_69,00:05:50.600,00:05:52.000,remove beef,remove,4,beef,47
P01_69_15,P01_69,00:05:54.80,00:05:59.00,flip beef,flip,12,beef,47
P01_69_16,P01_69,00:06:36.30,00:06:41.60,add beef,add,2,beef,47
P01_69_17,P01_69,00:06:41.60,00:06:44.60,flip beef,flip,12,beef,47
P01_69_18,P01_69,00:06:50.320,00:06:51.840,remove beef,remove,4,beef,47
P01_69_19,P01_69,00:06:58.80,00:07:01.90,flip beef,flip,12,beef,47
P01_69_20,P01_69,00:07:17.880,00:07:24.120,cut beef,cut,14,beef,47
P01_69_21,P01_69,00:07:24.240,00:07:25.800,remove beef,remove,4,beef,47
P01_69_22,P01_69,00:07:33.40,00:07:39.80,add beef,add,2,beef,47
P01_69_23,P01_69,00:07:46.90,00:07:49.90,pour oil,pour,5,oil,9
P01_69_24,P01_69,00:08:00.40,00:08:05.30,flip beef,flip,12,beef,47
P01_70_0,P01_70,00:00:31.10,00:00:57.30,cut onion,cut,14,onion,6
P01_70_1,P01_70,00:00:31.90,00:00:58.30,add onion,add,2,onion,6
P01_70_2,P01_70,00:01:02.80,00:01:08.10,add onion,add,2,onion,6
P01_70_3,P01_70,00:01:01.60,00:01:07.80,cut onion,cut,14,onion,6
P01_70_4,P01_70,00:01:14.80,00:01:28.10,cut onion,cut,14,onion,6
P01_70_5,P01_70,00:01:15.30,00:01:29.30,add onion,add,2,onion,6
P01_70_6,P01_70,00:02:24.50,00:02:46.20,cut onion,cut,14,onion,6
P01_70_7,P01_70,00:02:24.90,00:02:46.80,add onion,add,2,onion,6
P01_70_8,P01_70,00:02:51.60,00:03:03.80,cut onion,cut,14,onion,6
P01_70_9,P01_70,00:02:51.70,00:03:04.00,add onion,add,2,onion,6
P01_70_10,P01_70,00:04:13.60,00:04:26.10,cut pepper,cut,14,pepper,43
P01_70_11,P01_70,00:04:14.10,00:04:26.40,add pepper,add,2,pepper,43
P01_70_12,P01_70,00:04:32.90,00:04:39.10,cut pepper,cut,14,pepper,43
P01_70_13,P01_70,00:04:33.30,00:04:39.20,add pepper,add,2,pepper,43
P01_70_14,P01_70,00:04:56.80,00:05:05.40,cut pepper,cut,14,pepper,43
P01_70_15,P01_70,00:04:57.20,00:05:05.50,add pepper,add,2,pepper,43
P01_70_16,P01_70,00:05:10.50,00:05:11.00,cut pepper,cut,14,pepper,43
P01_70_17,P01_70,00:05:10.60,00:05:11.10,add pepper,add,2,pepper,43
P01_70_18,P01_70,00:05:17.30,00:05:19.30,add pepper,add,2,pepper,43
P01_70_19,P01_70,00:05:16.60,00:05:19.30,cut pepper,cut,14,pepper,43
P01_70_20,P01_70,00:05:24.10,00:05:28.00,add pepper,add,2,pepper,43
P01_70_21,P01_70,00:05:24.10,00:05:27.90,cut pepper,cut,14,pepper,43
P01_70_22,P01_70,00:05:34.70,00:05:38.70,cut pepper,cut,14,pepper,43
P01_70_23,P01_70,00:05:35.40,00:05:38.60,add pepper,add,2,pepper,43
P01_70_24,P01_70,00:06:00.80,00:06:11.20,cut pepper,cut,14,pepper,43
P01_70_25,P01_70,00:06:01.00,00:06:11.70,add pepper,add,2,pepper,43
P01_70_26,P01_70,00:06:59.30,00:07:10.40,stir vegetable,stir,3,vegetable,19
P01_70_27,P01_70,00:07:14.50,00:07:17.80,stir vegetable,stir,3,vegetable,19
P01_70_28,P01_70,00:07:22.70,00:07:30.40,stir vegetable,stir,3,vegetable,19
P01_70_29,P01_70,00:08:03.90,00:08:05.70,stir vegetable,stir,3,vegetable,19
P01_70_30,P01_70,00:08:20.00,00:08:29.40,stir vegetable,stir,3,vegetable,19
P01_70_31,P01_70,00:08:45.70,00:08:54.60,stir vegetable,stir,3,vegetable,19
P01_70_32,P01_70,00:10:42.40,00:10:43.10,add chicken,add,2,chicken,33
P01_70_33,P01_70,00:11:17.00,00:11:17.80,add chicken,add,2,chicken,33
P01_70_34,P01_70,00:11:36.60,00:11:37.50,add chicken,add,2,chicken,33
P01_70_35,P01_70,00:11:51.60,00:11:52.50,add chicken,add,2,chicken,33
P01_70_36,P01_70,00:12:09.00,00:12:10.20,add chicken,add,2,chicken,33
P01_70_37,P01_70,00:12:13.20,00:12:13.70,add chicken,add,2,chicken,33
P01_70_38,P01_70,00:12:43.20,00:12:46.70,stir chicken,stir,3,chicken,33
P01_70_39,P01_70,00:13:49.00,00:13:53.20,add salt,add,2,salt,13
P01_70_40,P01_70,00:13:57.20,00:14:03.10,add salt,add,2,salt,13
P01_70_41,P01_70,00:14:06.40,00:14:13.90,add spice,add,2,spice,4
P01_70_42,P01_70,00:14:31.60,00:14:56.00,stir chicken,stir,3,chicken,33
P01_70_43,P01_70,00:15:07.80,00:15:09.70,cover pot,cover,1,pot,0
P01_70_44,P01_70,00:15:32.60,00:15:33.80,uncover pot,uncover,0,pot,0
P01_70_45,P01_70,00:15:34.00,00:15:35.50,cover pot,cover,1,pot,0
P01_70_46,P01_70,00:19:42.50,00:19:47.70,uncover pot,uncover,0,pot,0
P01_70_47,P01_70,00:19:52.40,00:19:54.00,cover pot,cover,1,pot,0
P01_70_48,P01_70,00:20:15.280,00:20:16.840,put pan,put,6,pan,10
P01_70_49,P01_70,00:20:25.00,00:20:25.80,uncover pot,uncover,0,pot,0
P01_70_50,P01_70,00:20:25.90,00:20:26.40,stir chicken,stir,3,chicken,33
P01_70_51,P01_70,00:20:30.20,00:20:40.70,stir chicken,stir,3,chicken,33
P01_70_52,P01_70,00:20:49.20,00:20:49.90,cover pot,cover,1,pot,0
P01_70_53,P01_70,00:21:00.90,00:21:04.20,pour oil,pour,5,oil,9
P01_70_54,P01_70,00:21:53.200,00:21:55.800,add rice,add,2,rice,5
P01_70_55,P01_70,00:21:56.120,00:22:03.240,stir rice,stir,3,rice,5
P01_70_56,P01_70,00:22:07.90,00:22:38.50,stir rice,stir,3,rice,5
P01_70_57,P01_70,00:25:22.50,00:25:23.90,uncover pot,uncover,0,pot,0
P01_70_58,P01_70,00:25:29.30,00:25:30.60,cover pot,cover,1,pot,0
P01_70_59,P01_70,00:25:34.90,00:25:35.70,uncover pot,uncover,0,pot,0
P01_70_60,P01_70,00:25:35.70,00:25:38.50,add salt,add,2,salt,13
P01_70_61,P01_70,00:25:41.10,00:25:43.10,stir chicken,stir,3,chicken,33
P01_70_62,P01_70,00:25:45.90,00:25:59.20,stir chicken,stir,3,chicken,33
P01_70_63,P01_70,00:26:03.00,00:26:04.00,cover pot,cover,1,pot,0
P01_70_64,P01_70,00:26:27.90,00:26:37.20,stir rice,stir,3,rice,5
P01_70_65,P01_70,00:26:46.30,00:26:52.60,add salt,add,2,salt,13
P01_70_66,P01_70,00:27:02.80,00:27:10.00,stir rice,stir,3,rice,5
P01_70_67,P01_70,00:27:14.40,00:27:22.90,stir rice,stir,3,rice,5
P01_70_68,P01_70,00:30:41.10,00:30:49.70,stir rice,stir,3,rice,5
P01_70_69,P01_70,00:31:19.90,00:31:33.60,stir rice,stir,3,rice,5
P01_70_70,P01_70,00:31:37.20,00:32:00.50,stir rice,stir,3,rice,5
P01_70_71,P01_70,00:32:03.90,00:32:04.90,uncover pot,uncover,0,pot,0
P01_70_72,P01_70,00:32:09.70,00:32:13.50,stir chicken,stir,3,chicken,33
P01_70_73,P01_70,00:32:33.70,00:32:35.30,cover pot,cover,1,pot,0
P01_70_74,P01_70,00:32:42.90,00:33:08.10,stir rice,stir,3,rice,5
P01_70_75,P01_70,00:39:17.800,00:39:18.320,uncover pot,uncover,0,pot,0
P01_70_76,P01_70,00:39:18.440,00:39:21.880,shake chicken,shake,8,chicken,33
P01_70_77,P01_70,00:39:22.320,00:39:23.200,cover pot,cover,1,pot,0
P01_70_78,P01_70,00:39:27.50,00:39:36.70,stir rice,stir,3,rice,5
P01_70_79,P01_70,00:39:49.70,00:40:05.50,stir rice,stir,3,rice,5
P01_70_80,P01_70,00:41:58.90,00:42:12.30,stir rice,stir,3,rice,5
P01_70_81,P01_70,00:42:14.80,00:42:23.90,stir rice,stir,3,rice,5
P01_70_82,P01_70,00:42:34.90,00:42:36.00,uncover pot,uncover,0,pot,0
P01_70_83,P01_70,00:42:35.480,00:42:42.880,shake chicken,shake,8,chicken,33
P01_70_84,P01_70,00:42:44.40,00:42:45.40,cover pot,cover,1,pot,0
P01_70_85,P01_70,00:42:49.50,00:42:50.80,uncover pot,uncover,0,pot,0
P01_70_86,P01_70,00:43:00.60,00:43:18.90,stir chicken,stir,3,chicken,33
P01_70_87,P01_70,00:43:19.60,00:43:20.60,cover pot,cover,1,pot,0
P01_70_88,P01_70,00:48:33.70,00:48:55.00,stir rice,stir,3,rice,5
P01_70_89,P01_70,00:48:57.10,00:48:59.10,stir rice,stir,3,rice,5
P01_70_90,P01_70,00:49:01.90,00:49:38.20,stir rice,stir,3,rice,5
P01_70_91,P01_70,00:49:41.20,00:49:58.20,stir rice,stir,3,rice,5
P01_70_92,P01_70,00:50:12.20,00:50:29.10,stir rice,stir,3,rice,5
P01_70_93,P01_70,00:53:57.20,00:53:58.60,uncover pot,uncover,0,pot,0
P01_70_94,P01_70,00:53:59.50,00:54:14.30,stir chicken,stir,3,chicken,33
P01_70_95,P01_70,00:54:19.50,00:54:20.60,cover pot,cover,1,pot,0
P01_70_96,P01_70,00:56:51.720,00:56:53.880,move pan,move,7,pan,10
P01_70_97,P01_70,00:56:55.440,00:56:56.760,put pan,put,6,pan,10
P01_70_98,P01_70,00:59:24.80,00:59:26.10,uncover pot,uncover,0,pot,0
P01_70_99,P01_70,00:59:26.40,00:59:41.00,stir chicken,stir,3,chicken,33
P01_70_100,P01_70,00:59:46.60,00:59:48.00,cover pot,cover,1,pot,0
P01_70_101,P01_70,00:02:07.00,00:02:07.70,uncover pot,uncover,0,pot,0
P01_70_102,P01_70,01:02:56.960,01:02:58.800,remove pan,remove,4,pan,10
P01_70_103,P01_70,01:03:03.800,01:03:04.440,move pan,move,7,pan,10
P01_70_104,P01_70,01:03:08.60,01:03:16.60,stir chicken,stir,3,chicken,33
P01_70_105,P01_70,01:03:33.160,01:03:40.880,pour broth,pour,5,broth,35
P01_70_106,P01_70,01:03:55.40,01:03:56.60,cover pot,cover,1,pot,0
P01_70_107,P01_70,01:05:18.80,01:05:20.80,pour oil,pour,5,oil,9
P01_70_108,P01_70,01:06:04.20,01:06:04.80,add salmon,add,2,salmon,45
P01_70_109,P01_70,01:06:09.40,01:06:10.30,add salmon,add,2,salmon,45
P01_70_110,P01_70,01:06:13.50,01:06:14.70,add salmon,add,2,salmon,45
P01_70_111,P01_70,01:06:26.00,01:06:26.50,add salmon,add,2,salmon,45
P01_70_112,P01_70,01:06:28.80,01:06:29.50,add salmon,add,2,salmon,45
P01_70_113,P01_70,01:06:40.20,01:06:40.60,add salmon,add,2,salmon,45
P01_70_114,P01_70,01:07:11.10,01:07:12.70,flip salmon,flip,12,salmon,45
P01_70_115,P01_70,01:07:14.50,01:07:15.60,flip salmon,flip,12,salmon,45
P01_70_116,P01_70,01:07:16.90,01:07:18.00,flip salmon,flip,12,salmon,45
P01_70_117,P01_70,01:07:19.40,01:07:20.40,flip salmon,flip,12,salmon,45
P01_70_118,P01_70,01:07:22.50,01:07:23.70,flip salmon,flip,12,salmon,45
P01_70_119,P01_70,01:07:25.70,01:07:27.00,flip salmon,flip,12,salmon,45
P01_70_120,P01_70,01:08:16.40,01:08:17.40,uncover pot,uncover,0,pot,0
P01_70_121,P01_70,01:08:20.200,01:08:21.440,add lentil,add,2,lentil,31
P01_70_122,P01_70,01:08:32.80,01:08:33.90,flip salmon,flip,12,salmon,45
P01_70_123,P01_70,01:08:38.60,01:08:40.30,flip salmon,flip,12,salmon,45
P01_70_124,P01_70,01:08:41.50,01:08:42.70,flip salmon,flip,12,salmon,45
P01_70_125,P01_70,01:08:54.00,01:08:55.80,flip salmon,flip,12,salmon,45
P01_70_126,P01_70,01:09:00.90,01:09:02.20,flip salmon,flip,12,salmon,45
P01_70_127,P01_70,01:09:03.90,01:09:08.30,flip salmon,flip,12,salmon,45
P01_70_128,P01_70,01:09:12.320,01:09:13.040,move pan,move,7,pan,10
P01_70_129,P01_70,01:09:17.20,01:09:22.00,stir chicken,stir,3,chicken,33
P01_70_130,P01_70,01:09:54.240,01:09:55.200,cover pot,cover,1,pot,0
P01_70_131,P01_70,01:15:53.160,01:15:54.240,put plate,put,6,plate,37
P01_70_132,P01_70,01:15:54.680,01:15:56.200,move pan,move,7,pan,10
P01_70_133,P01_70,01:15:57.200,01:15:59.240,remove salmon,remove,4,salmon,45
P01_70_134,P01_70,01:16:00.560,01:16:02.600,remove salmon,remove,4,salmon,45
P01_70_135,P01_70,01:16:04.800,01:16:07.760,remove salmon,remove,4,salmon,45
P01_70_136,P01_70,01:16:09.240,01:16:10.240,remove salmon,remove,4,salmon,45
P01_70_137,P01_70,01:16:11.680,01:16:14.040,remove salmon,remove,4,salmon,45
P01_70_138,P01_70,01:16:15.360,01:16:18.600,remove salmon,remove,4,salmon,45
P01_70_139,P01_70,01:16:20.000,01:16:21.280,remove salmon,remove,4,salmon,45
P01_70_140,P01_70,01:16:22.280,01:16:24.840,remove salmon,remove,4,salmon,45
P01_70_141,P01_70,01:16:25.400,01:16:25.920,remove pan,remove,4,pan,10
P01_70_142,P01_70,01:16:52.20,01:16:53.00,uncover pot,uncover,0,pot,0
P01_70_143,P01_70,01:17:15.10,01:17:26.00,stir chicken,stir,3,chicken,33
P01_70_144,P01_70,01:17:36.20,01:17:37.50,cover pot,cover,1,pot,0
P01_70_145,P01_70,01:27:19.60,01:27:21.00,uncover pot,uncover,0,pot,0
P01_70_146,P01_70,01:27:24.50,01:27:35.30,stir food,stir,3,food,7
P01_70_147,P01_70,01:27:38.90,01:27:40.30,cover pot,cover,1,pot,0
P01_70_148,P01_70,01:30:10.40,01:30:11.20,uncover pot,uncover,0,pot,0
P01_70_149,P01_70,01:30:24.50,01:30:25.80,stir chicken,stir,3,chicken,33
P01_70_150,P01_70,01:30:41.20,01:30:55.10,stir chicken,stir,3,chicken,33
P01_70_151,P01_70,01:31:13.30,01:31:23.70,stir chicken,stir,3,chicken,33
P01_70_152,P01_70,01:31:28.30,01:31:42.10,stir chicken,stir,3,chicken,33
P01_70_153,P01_70,01:31:51.10,01:31:52.10,cover pot,cover,1,pot,0
P01_70_154,P01_70,01:33:58.10,01:33:59.20,uncover pot,uncover,0,pot,0
P01_70_155,P01_70,01:34:04.80,01:34:05.70,cover pot,cover,1,pot,0
P01_70_156,P01_70,01:34:10.10,01:34:10.80,uncover pot,uncover,0,pot,0
P01_70_157,P01_70,01:34:25.20,01:34:26.30,cover pot,cover,1,pot,0
P01_70_158,P01_70,01:34:51.30,01:34:52.50,uncover pot,uncover,0,pot,0
P01_70_159,P01_70,01:34:56.40,01:34:57.40,cover pot,cover,1,pot,0
P01_71_0,P01_71,00:00:47.80,00:00:56.70,add pepper,add,2,pepper,43
P01_71_1,P01_71,00:00:47.80,00:00:56.70,add onion,add,2,onion,6
P01_71_2,P01_71,00:01:22.90,00:01:28.60,stir pepper,stir,3,pepper,43
P01_71_3,P01_71,00:01:35.00,00:01:46.40,stir pepper,stir,3,pepper,43
P01_71_4,P01_71,00:02:05.50,00:02:25.90,stir pepper,stir,3,pepper,43
P01_71_5,P01_71,00:03:18.30,00:03:24.00,stir pepper,stir,3,pepper,43
P01_71_6,P01_71,00:03:28.60,00:03:37.40,stir pepper,stir,3,pepper,43
P01_71_7,P01_71,00:03:50.70,00:04:12.80,stir pepper,stir,3,pepper,43
P01_71_8,P01_71,00:05:35.40,00:06:01.80,stir pepper,stir,3,pepper,43
P01_71_9,P01_71,00:08:04.50,00:08:30.40,stir pepper,stir,3,pepper,43
P01_71_10,P01_71,00:08:53.60,00:09:03.60,stir pepper,stir,3,pepper,43
P01_71_11,P01_71,00:09:09.20,00:09:14.20,stir pepper,stir,3,pepper,43
P01_71_12,P01_71,00:11:27.50,00:11:35.20,stir pepper,stir,3,pepper,43
P01_71_13,P01_71,00:12:42.60,00:12:55.30,stir pepper,stir,3,pepper,43
P01_71_14,P01_71,00:15:37.40,00:15:44.30,stir pepper,stir,3,pepper,43
P01_71_15,P01_71,00:17:54.10,00:17:55.10,stir pepper,stir,3,pepper,43
P01_71_16,P01_71,00:18:18.00,00:18:22.60,add salt,add,2,salt,13
P01_71_17,P01_71,00:18:27.30,00:18:32.70,add spice,add,2,spice,4
P01_71_18,P01_71,00:18:38.50,00:19:09.80,stir pepper,stir,3,pepper,43
P01_71_19,P01_71,00:19:10.10,00:19:15.00,stir pepper,stir,3,pepper,43
P01_71_20,P01_71,00:21:38.10,00:21:45.60,stir pepper,stir,3,pepper,43
P01_72_0,P01_72,00:00:47.20,00:00:51.50,spread oil,spread,10,oil,9
P01_72_1,P01_72,00:01:03.10,00:01:05.10,add fish,add,2,fish,39
P01_72_2,P01_72,00:01:41.50,00:01:42.80,add fish,add,2,fish,39
P01_72_3,P01_72,00:02:04.280,00:02:05.360,move pan,move,7,pan,10
P01_72_4,P01_72,00:04:07.60,00:04:08.80,flip fish,flip,12,fish,39
P01_72_5,P01_72,00:04:10.40,00:04:12.50,flip fish,flip,12,fish,39
P01_72_6,P01_72,00:09:54.60,00:09:55.60,flip fish,flip,12,fish,39
P01_72_7,P01_72,00:09:57.20,00:09:58.40,flip fish,flip,12,fish,39
P01_72_8,P01_72,00:11:48.50,00:11:49.70,flip fish,flip,12,fish,39
P01_72_9,P01_72,00:11:54.50,00:11:56.10,flip fish,flip,12,fish,39
P01_72_10,P01_72,00:13:07.20,00:13:08.20,flip fish,flip,12,fish,39
P01_72_11,P01_72,00:13:09.50,00:13:10.80,flip fish,flip,12,fish,39
P01_72_12,P01_72,00:14:24.120,00:14:29.480,remove fish,remove,4,fish,39
P01_72_13,P01_72,00:14:31.70,00:14:33.360,remove fish,remove,4,fish,39
P01_72_14,P01_72,00:15:06.90,00:15:07.70,add fish,add,2,fish,39
P01_72_15,P01_72,00:15:14.30,00:15:15.30,add fish,add,2,fish,39
P01_72_16,P01_72,00:15:15.40,00:15:17.10,flip fish,flip,12,fish,39
P01_72_17,P01_72,00:17:13.10,00:17:14.20,flip fish,flip,12,fish,39
P01_72_18,P01_72,00:17:16.20,00:17:17.20,flip fish,flip,12,fish,39
P01_72_19,P01_72,00:18:19.20,00:18:20.70,flip fish,flip,12,fish,39
P01_72_20,P01_72,00:18:22.20,00:18:23.40,flip fish,flip,12,fish,39
P01_72_21,P01_72,00:20:56.10,00:20:58.00,flip fish,flip,12,fish,39
P01_72_22,P01_72,00:20:59.40,00:21:00.60,flip fish,flip,12,fish,39
P01_72_23,P01_72,00:23:05.30,00:23:06.70,flip fish,flip,12,fish,39
P01_72_24,P01_72,00:23:08.70,00:23:09.70,flip fish,flip,12,fish,39
P01_72_25,P01_72,00:23:57.60,00:23:58.60,flip fish,flip,12,fish,39
P01_72_26,P01_72,00:24:00.50,00:24:02.20,flip fish,flip,12,fish,39
P01_72_27,P01_72,00:26:04.70,00:26:05.70,flip fish,flip,12,fish,39
P01_72_28,P01_72,00:26:06.50,00:26:07.50,flip fish,flip,12,fish,39
P01_73_0,P01_73,00:00:24.50,00:00:29.70,add onion,add,2,onion,6
P01_73_1,P01_73,00:00:37.70,00:00:39.40,put spoon,put,6,spoon,23
P01_73_2,P01_73,00:00:51.80,00:01:14.10,stir onion,stir,3,onion,6
P01_73_3,P01_73,00:01:27.40,00:01:37.40,stir onion,stir,3,onion,6
P01_73_4,P01_73,00:01:57.90,00:02:15.50,stir onion,stir,3,onion,6
P01_73_5,P01_73,00:02:34.480,00:02:36.640,put pot,put,6,pot,0
P01_73_6,P01_73,00:02:46.00,00:02:49.40,add salt,add,2,salt,13
P01_73_7,P01_73,00:02:52.70,00:03:12.60,stir onion,stir,3,onion,6
P01_73_8,P01_73,00:03:50.50,00:03:54.80,stir onion,stir,3,onion,6
P01_73_9,P01_73,00:04:04.30,00:04:05.70,stir onion,stir,3,onion,6
P01_73_10,P01_73,00:04:13.00,00:04:15.20,add bacon,add,2,bacon,41
P01_73_11,P01_73,00:04:37.50,00:05:09.60,stir bacon,stir,3,bacon,41
P01_73_12,P01_73,00:05:16.30,00:05:30.00,stir bacon,stir,3,bacon,41
P01_73_13,P01_73,00:05:45.20,00:05:58.80,add pasta,add,2,pasta,1
P01_73_14,P01_73,00:06:20.10,00:06:25.60,move pot,move,7,pot,0
P01_73_15,P01_73,00:06:30.20,00:06:32.00,add pasta,add,2,pasta,1
P01_73_16,P01_73,00:06:59.60,00:07:07.60,stir bacon,stir,3,bacon,41
P01_73_17,P01_73,00:07:16.30,00:07:27.80,stir bacon,stir,3,bacon,41
P01_73_18,P01_73,00:07:40.80,00:07:52.40,stir bacon,stir,3,bacon,41
P01_73_19,P01_73,00:07:57.90,00:08:06.30,stir bacon,stir,3,bacon,41
P01_73_20,P01_73,00:08:14.10,00:08:19.50,stir bacon,stir,3,bacon,41
P01_73_21,P01_73,00:08:23.20,00:08:29.60,stir bacon,stir,3,bacon,41
P01_73_22,P01_73,00:09:56.80,00:10:13.30,stir bacon,stir,3,bacon,41
P01_73_23,P01_73,00:10:41.360,00:10:56.680,pour cream,pour,5,cream,34
P01_73_24,P01_73,00:10:57.70,00:10:59.30,stir food,stir,3,food,7
P01_73_25,P01_73,00:11:50.800,00:11:51.720,pour cream,pour,5,cream,34
P01_73_26,P01_73,00:12:28.10,00:12:31.10,stir food,stir,3,food,7
P01_73_27,P01_73,00:12:40.90,00:12:41.90,stir food,stir,3,food,7
P01_73_28,P01_73,00:12:57.20,00:13:08.00,stir pasta,stir,3,pasta,1
P01_73_29,P01_73,00:13:08.00,00:13:31.40,stir food,stir,3,food,7
P01_73_30,P01_73,00:13:33.10,00:13:39.20,add spice,add,2,spice,4
P01_73_31,P01_73,00:13:46.60,00:13:50.70,add salt,add,2,salt,13
P01_73_32,P01_73,00:13:53.80,00:14:12.90,stir food,stir,3,food,7
P01_73_33,P01_73,00:14:26.70,00:14:30.40,stir food,stir,3,food,7
P01_73_34,P01_73,00:14:35.10,00:14:37.50,stir food,stir,3,food,7
P01_73_35,P01_73,00:14:43.10,00:14:45.60,pour milk,pour,5,milk,18
P01_73_36,P01_73,00:14:49.70,00:15:07.30,stir food,stir,3,food,7
P01_73_37,P01_73,00:15:10.10,00:15:12.90,stir food,stir,3,food,7
P01_73_38,P01_73,00:18:56.80,00:19:08.60,stir pasta,stir,3,pasta,1
P01_73_39,P01_73,00:19:38.70,00:19:44.60,stir pasta,stir,3,pasta,1
P01_73_40,P01_73,00:20:00.70,00:20:16.90,stir pasta,stir,3,pasta,1
P01_74_0,P01_74,00:00:29.00,00:00:58.80,cut garlic,cut,14,garlic,14
P01_74_1,P01_74,00:00:33.20,00:01:11.40,add garlic,add,2,garlic,14
P01_74_2,P01_74,00:01:28.40,00:01:33.60,add pepper,add,2,pepper,43
P01_74_3,P01_74,00:01:35.20,00:01:45.40,stir pepper,stir,3,pepper,43
P01_74_4,P01_74,00:01:48.20,00:01:50.10,stir pepper,stir,3,pepper,43
P01_74_5,P01_74,00:01:52.00,00:02:10.70,stir pepper,stir,3,pepper,43
P01_74_6,P01_74,00:02:14.20,00:02:15.30,add pepper,add,2,pepper,43
P01_74_7,P01_74,00:02:24.40,00:02:27.30,stir pepper,stir,3,vegetable,19
P01_74_8,P01_74,00:02:34.90,00:02:44.20,stir pepper,stir,3,vegetable,19
P01_74_9,P01_74,00:03:00.80,00:03:11.10,stir pepper,stir,3,vegetable,19
P01_74_10,P01_74,00:03:36.20,00:03:46.00,stir pepper,stir,3,vegetable,19
