narration_id,participant_id,video_id,start_timestamp,stop_timestamp,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P01_66_117,P01,P01_66,00:20:08.20,00:20:11.00,add oil,add,46,oil,31,['oil'],[31]
P01_66_120,P01,P01_66,00:22:09.40,00:22:12.60,stir food,stir,10,food,34,['food'],[34]
P01_66_128,P01,P01_66,00:23:18.60,00:23:21.20,add oil,add,46,oil,31,['oil'],[31]
P01_66_138,P01,P01_66,00:24:37.50,00:24:42.50,add salt,add,46,salt,38,['salt'],[38]
P01_66_143,P01,P01_66,00:24:56.20,00:24:59.90,add salt,add,46,salt,38,['salt'],[38]
P01_66_150,P01,P01_66,00:26:18.80,00:26:28.10,stir food,stir,10,food,34,['food'],[34]
P01_66_151,P01,P01_66,00:26:57.00,00:27:02.00,add salt,add,46,salt,38,['salt'],[38]
P01_66_153,P01,P01_66,00:27:03.50,00:27:08.10,stir food,stir,10,food,34,['food'],[34]
P01_66_160,P01,P01_66,00:27:33.00,00:27:54.80,stir food,stir,10,food,34,['food'],[34]
P01_66_161,P01,P01_66,00:28:34.60,00:28:42.60,stir food,stir,10,food,34,['food'],[34]
P01_66_176,P01,P01_66,00:30:25.40,00:30:29.70,add rice,add,46,rice,152,['rice'],[152]
P01_66_177,P01,P01_66,00:30:29.90,00:30:37.60,add rice,add,46,rice,152,['rice'],[152]
P01_66_178,P01,P01_66,00:30:51.70,00:30:53.90,stir food,stir,10,food,34,['food'],[34]
P01_66_179,P01,P01_66,00:31:02.50,00:31:05.70,add rice,add,46,rice,152,['rice'],[152]
P01_66_180,P01,P01_66,00:31:13.10,00:31:18.30,stir food,stir,10,food,34,['food'],[34]
P01_66_183,P01,P01_66,00:31:46.90,00:32:08.30,stir food,stir,10,food,34,['food'],[34]
P01_66_184,P01,P01_66,00:33:41.50,00:33:55.20,stir food,stir,10,food,34,['food'],[34]
P01_66_186,P01,P01_66,00:34:34.30,00:34:58.10,stir food,stir,10,food,34,['food'],[34]
P01_66_188,P01,P01_66,00:35:31.30,00:35:34.00,stir food,stir,10,food,34,['food'],[34]
P01_66_189,P01,P01_66,00:36:30.80,00:36:34.30,add salt,add,46,salt,38,['salt'],[38]
P01_66_191,P01,P01_66,00:40:28.40,00:40:46.10,stir food,stir,10,food,34,['food'],[34]
P01_66_192,P01,P01_66,00:43:35.40,00:43:46.40,stir food,stir,10,food,34,['food'],[34]
P01_66_193,P01,P01_66,00:47:43.60,00:48:04.00,stir food,stir,10,food,34,['food'],[34]
P01_66_196,P01,P01_66,00:54:01.90,00:54:14.40,stir food,stir,10,food,34,['food'],[34]
P01_66_202,P01,P01_66,00:56:43.20,00:56:47.10,stir food,stir,10,food,34,['food'],[34]
P01_66_204,P01,P01_66,00:56:53.10,00:57:03.70,stir food,stir,10,food,34,['food'],[34]
P01_66_205,P01,P01_66,00:03:09.60,00:03:33.70,stir food,stir,10,food,34,['food'],[34]
P01_67_0,P01,P01_67,00:00:03.20,00:00:06.50,add oil,add,46,oil,31,['oil'],[31]
P01_67_2,P01,P01_67,00:00:30.40,00:00:52.40,add meat,add,46,meat,28,['meat'],[28]
P01_67_3,P01,P01_67,00:00:55.90,00:00:56.90,add meat,add,46,meat,28,['meat'],[28]
P01_67_4,P01,P01_67,00:01:11.30,00:01:15.60,add meat,add,46,meat,28,['meat'],[28]
P01_67_5,P01,P01_67,00:01:23.40,00:01:38.30,add meat,add,46,meat,28,['meat'],[28]
P01_67_6,P01,P01_67,00:01:44.30,00:02:00.80,add meat,add,46,meat,28,['meat'],[28]
P01_67_7,P01,P01_67,00:02:30.20,00:02:42.00,stir meat,stir,10,meat,28,['meat'],[28]
P01_67_8,P01,P01_67,00:02:48.80,00:02:59.70,add spice,add,46,spice,85,['spice'],[85]
P01_67_9,P01,P01_67,00:03:05.90,00:03:08.50,add oil,add,46,oil,31,['oil'],[31]
P01_67_10,P01,P01_67,00:03:14.20,00:03:17.10,stir meat,stir,10,meat,28,['meat'],[28]
P01_67_11,P01,P01_67,00:03:43.10,00:04:40.90,stir meat,stir,10,meat,28,['meat'],[28]
P01_67_14,P01,P01_67,00:04:51.80,00:05:15.30,stir meat,stir,10,meat,28,['meat'],[28]
P01_68_0,P01,P01_68,00:00:39.90,00:00:45.70,add oil,add,46,oil,31,['oil'],[31]
P01_68_3,P01,P01_68,00:01:22.50,00:01:24.00,add potato,add,46,potato,30,['potato'],[30]
P01_68_4,P01,P01_68,00:01:26.20,00:01:27.00,add potato,add,46,potato,30,['potato'],[30]
P01_68_5,P01,P01_68,00:01:29.20,00:01:29.90,add potato,add,46,potato,30,['potato'],[30]
P01_68_6,P01,P01_68,00:01:32.30,00:01:33.10,add potato,add,46,potato,30,['potato'],[30]
P01_68_7,P01,P01_68,00:01:33.90,00:01:34.20,add potato,add,46,potato,30,['potato'],[30]
P01_68_8,P01,P01_68,00:01:37.50,00:01:37.90,add potato,add,46,potato,30,['potato'],[30]
P01_68_9,P01,P01_68,00:01:40.00,00:01:40.30,add potato,add,46,potato,30,['potato'],[30]
P01_68_10,P01,P01_68,00:01:42.70,00:01:43.80,add potato,add,46,potato,30,['potato'],[30]
P01_68_11,P01,P01_68,00:01:46.90,00:01:47.50,add potato,add,46,potato,30,['potato'],[30]
P01_68_12,P01,P01_68,00:01:49.30,00:01:49.60,add potato,add,46,potato,30,['potato'],[30]
P01_68_13,P01,P01_68,00:02:30.30,00:02:41.30,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_14,P01,P01_68,00:03:47.40,00:03:54.40,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_15,P01,P01_68,00:04:03.70,00:04:17.20,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_16,P01,P01_68,00:05:04.70,00:05:22.30,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_18,P01,P01_68,00:05:44.70,00:06:19.60,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_19,P01,P01_68,00:09:13.50,00:09:33.80,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_20,P01,P01_68,00:09:36.50,00:09:49.60,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_21,P01,P01_68,00:11:32.80,00:12:02.30,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_22,P01,P01_68,00:12:27.80,00:12:39.20,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_23,P01,P01_68,00:12:49.30,00:13:00.80,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_25,P01,P01_68,00:13:29.40,00:14:02.00,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_27,P01,P01_68,00:14:36.90,00:15:06.90,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_28,P01,P01_68,00:15:24.70,00:15:48.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_30,P01,P01_68,00:16:15.10,00:16:22.20,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_31,P01,P01_68,00:16:48.90,00:17:00.00,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_32,P01,P01_68,00:17:01.40,00:17:39.10,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_34,P01,P01_68,00:17:59.20,00:18:17.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_36,P01,P01_68,00:18:24.00,00:18:26.00,add potato,add,46,potato,30,['potato'],[30]
P01_68_37,P01,P01_68,00:18:26.80,00:18:27.80,add potato,add,46,potato,30,['potato'],[30]
P01_68_39,P01,P01_68,00:18:47.70,00:18:57.60,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_42,P01,P01_68,00:19:08.80,00:19:17.00,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_44,P01,P01_68,00:19:20.50,00:19:27.10,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_46,P01,P01_68,00:19:30.00,00:19:41.90,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_50,P01,P01_68,00:19:55.70,00:20:05.30,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_52,P01,P01_68,00:20:08.50,00:20:18.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_54,P01,P01_68,00:20:20.50,00:20:30.40,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_56,P01,P01_68,00:20:33.40,00:20:34.20,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_59,P01,P01_68,00:20:41.00,00:20:43.20,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_61,P01,P01_68,00:20:47.80,00:20:48.50,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_63,P01,P01_68,00:20:51.60,00:20:52.80,stir potato,stir,10,potato,30,['potato'],[30]
P01_68_75,P01,P01_68,00:25:58.30,00:25:59.70,add meat,add,46,meat,28,['meat'],[28]
P01_68_76,P01,P01_68,00:26:13.80,00:26:14.90,add meat,add,46,meat,28,['meat'],[28]
P01_68_77,P01,P01_68,00:26:30.10,00:26:30.90,add meat,add,46,meat,28,['meat'],[28]
P01_68_78,P01,P01_68,00:26:43.50,00:26:44.30,add meat,add,46,meat,28,['meat'],[28]
P01_68_79,P01,P01_68,00:26:58.30,00:26:59.00,add meat,add,46,meat,28,['meat'],[28]
P01_68_80,P01,P01_68,00:27:10.90,00:27:11.70,add meat,add,46,meat,28,['meat'],[28]
P01_68_81,P01,P01_68,00:27:27.80,00:27:28.60,add meat,add,46,meat,28,['meat'],[28]
P01_68_82,P01,P01_68,00:27:34.10,00:27:35.10,add meat,add,46,meat,28,['meat'],[28]
P01_68_83,P01,P01_68,00:28:26.20,00:28:30.50,stir meat,stir,10,meat,28,['meat'],[28]
P01_68_84,P01,P01_68,00:28:32.30,00:28:34.30,add meat,add,46,meat,28,['meat'],[28]
P01_68_85,P01,P01_68,00:28:50.60,00:28:51.00,add meat,add,46,meat,28,['meat'],[28]
P01_68_86,P01,P01_68,00:29:13.40,00:29:14.60,add meat,add,46,meat,28,['meat'],[28]
P01_68_87,P01,P01_68,00:32:44.50,00:32:45.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_88,P01,P01_68,00:32:46.20,00:32:47.20,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_89,P01,P01_68,00:32:48.80,00:32:49.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_90,P01,P01_68,00:32:50.90,00:32:52.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_91,P01,P01_68,00:32:53.40,00:32:54.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_92,P01,P01_68,00:32:55.90,00:32:56.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_93,P01,P01_68,00:32:57.90,00:32:59.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_94,P01,P01_68,00:33:01.00,00:33:02.30,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_95,P01,P01_68,00:33:03.30,00:33:05.20,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_96,P01,P01_68,00:33:06.00,00:33:07.10,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_97,P01,P01_68,00:33:08.30,00:33:09.40,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_98,P01,P01_68,00:36:30.60,00:36:31.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_99,P01,P01_68,00:36:32.00,00:36:32.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_100,P01,P01_68,00:36:33.10,00:36:34.10,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_101,P01,P01_68,00:36:34.50,00:36:35.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_102,P01,P01_68,00:36:36.00,00:36:37.00,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_103,P01,P01_68,00:36:38.20,00:36:39.20,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_104,P01,P01_68,00:36:39.70,00:36:40.70,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_105,P01,P01_68,00:36:41.30,00:36:43.00,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_106,P01,P01_68,00:36:43.70,00:36:44.70,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_107,P01,P01_68,00:36:45.40,00:36:46.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_108,P01,P01_68,00:36:47.60,00:36:48.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_111,P01,P01_68,00:37:17.80,00:37:19.40,add meat,add,46,meat,28,['meat'],[28]
P01_68_112,P01,P01_68,00:37:39.10,00:37:41.20,add meat,add,46,meat,28,['meat'],[28]
P01_68_116,P01,P01_68,00:38:02.30,00:38:06.90,stir meat,stir,10,meat,28,['meat'],[28]
P01_68_117,P01,P01_68,00:38:12.30,00:38:13.80,add meat,add,46,meat,28,['meat'],[28]
P01_68_118,P01,P01_68,00:38:17.70,00:38:18.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_120,P01,P01_68,00:38:23.40,00:38:24.60,add meat,add,46,meat,28,['meat'],[28]
P01_68_121,P01,P01_68,00:39:26.80,00:39:27.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_122,P01,P01_68,00:39:29.00,00:39:30.00,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_123,P01,P01_68,00:39:31.30,00:39:32.30,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_124,P01,P01_68,00:39:32.80,00:39:33.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_125,P01,P01_68,00:39:34.40,00:39:35.40,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_126,P01,P01_68,00:39:36.00,00:39:37.20,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_130,P01,P01_68,00:40:06.10,00:40:10.20,stir meat,stir,10,meat,28,['meat'],[28]
P01_68_134,P01,P01_68,00:43:19.80,00:43:20.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_135,P01,P01_68,00:43:21.50,00:43:22.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_136,P01,P01_68,00:43:23.20,00:43:24.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_137,P01,P01_68,00:43:24.70,00:43:25.70,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_138,P01,P01_68,00:43:26.20,00:43:27.30,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_139,P01,P01_68,00:43:27.90,00:43:28.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_140,P01,P01_68,00:43:29.50,00:43:30.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_145,P01,P01_68,00:45:01.30,00:45:02.10,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_146,P01,P01_68,00:45:02.80,00:45:03.70,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_147,P01,P01_68,00:45:04.60,00:45:05.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_148,P01,P01_68,00:45:07.40,00:45:07.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_149,P01,P01_68,00:45:09.80,00:45:11.10,flip meat,flip,22,meat,28,['meat'],[28]
P01_68_150,P01,P01_68,00:45:12.10,00:45:12.40,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_0,P01,P01_69,00:00:32.70,00:00:39.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_2,P01,P01_69,00:02:02.20,00:02:12.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_4,P01,P01_69,00:02:23.00,00:02:24.80,add meat,add,46,meat,28,['meat'],[28]
P01_69_5,P01,P01_69,00:02:38.20,00:02:42.30,add oil,add,46,oil,31,['oil'],[31]
P01_69_7,P01,P01_69,00:03:20.40,00:03:26.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_8,P01,P01_69,00:03:27.50,00:03:35.10,add spice,add,46,spice,85,['spice'],[85]
P01_69_9,P01,P01_69,00:04:04.70,00:04:11.50,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_11,P01,P01_69,00:04:59.50,00:05:03.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_13,P01,P01_69,00:05:03.80,00:05:07.00,add meat,add,46,meat,28,['meat'],[28]
P01_69_15,P01,P01_69,00:05:30.10,00:05:35.80,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_17,P01,P01_69,00:05:54.80,00:05:59.00,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_18,P01,P01_69,00:06:36.30,00:06:41.60,add meat,add,46,meat,28,['meat'],[28]
P01_69_19,P01,P01_69,00:06:41.60,00:06:44.60,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_21,P01,P01_69,00:06:58.80,00:07:01.90,flip meat,flip,22,meat,28,['meat'],[28]
P01_69_23,P01,P01_69,00:07:33.40,00:07:39.80,add meat,add,46,meat,28,['meat'],[28]
P01_69_24,P01,P01_69,00:07:46.90,00:07:49.90,add oil,add,46,oil,31,['oil'],[31]
P01_69_26,P01,P01_69,00:08:00.40,00:08:05.30,flip meat,flip,22,meat,28,['meat'],[28]
P01_70_2,P01,P01_70,00:00:31.10,00:00:57.30,cut onion,cut,7,onion,16,['onion'],[16]
P01_70_3,P01,P01_70,00:00:31.90,00:00:58.30,add onion,add,46,onion,16,['onion'],[16]
P01_70_4,P01,P01_70,00:01:02.80,00:01:08.10,add onion,add,46,onion,16,['onion'],[16]
P01_70_5,P01,P01_70,00:01:01.60,00:01:07.80,cut onion,cut,7,onion,16,['onion'],[16]
P01_70_6,P01,P01_70,00:01:14.80,00:01:28.10,cut onion,cut,7,onion,16,['onion'],[16]
P01_70_7,P01,P01_70,00:01:15.30,00:01:29.30,add onion,add,46,onion,16,['onion'],[16]
P01_70_8,P01,P01_70,00:02:24.50,00:02:46.20,cut onion,cut,7,onion,16,['onion'],[16]
P01_70_9,P01,P01_70,00:02:24.90,00:02:46.80,add onion,add,46,onion,16,['onion'],[16]
P01_70_10,P01,P01_70,00:02:51.60,00:03:03.80,cut onion,cut,7,onion,16,['onion'],[16]
P01_70_11,P01,P01_70,00:02:51.70,00:03:04.00,add onion,add,46,onion,16,['onion'],[16]
P01_70_12,P01,P01_70,00:04:13.60,00:04:26.10,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_70_13,P01,P01_70,00:04:14.10,00:04:26.40,add pepper,add,46,pepper,37,['pepper'],[37]
P01_70_14,P01,P01_70,00:04:32.90,00:04:39.10,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_70_15,P01,P01_70,00:04:33.30,00:04:39.20,add pepper,add,46,pepper,37,['pepper'],[37]
P01_70_16,P01,P01_70,00:04:56.80,00:05:05.40,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_70_17,P01,P01_70,00:04:57.20,00:05:05.50,add pepper,add,46,pepper,37,['pepper'],[37]
P01_70_18,P01,P01_70,00:05:10.50,00:05:11.00,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_70_19,P01,P01_70,00:05:10.60,00:05:11.10,add pepper,add,46,pepper,37,['pepper'],[37]
P01_70_20,P01,P01_70,00:05:17.30,00:05:19.30,add pepper,add,46,pepper,37,['pepper'],[37]
P01_70_21,P01,P01_70,00:05:16.60,00:05:19.30,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_70_22,P01,P01_70,00:05:24.10,00:05:28.00,add pepper,add,46,pepper,37,['pepper'],[37]
P01_70_23,P01,P01_70,00:05:24.10,00:05:27.90,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_70_24,P01,P01_70,00:05:34.70,00:05:38.70,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_70_25,P01,P01_70,00:05:35.40,00:05:38.60,add pepper,add,46,pepper,37,['pepper'],[37]
P01_70_26,P01,P01_70,00:06:00.80,00:06:11.20,cut pepper,cut,7,pepper,37,['pepper'],[37]
P01_70_27,P01,P01_70,00:06:01.00,00:06:11.70,add pepper,add,46,pepper,37,['pepper'],[37]
P01_70_28,P01,P01_70,00:06:59.30,00:07:10.40,stir food,stir,10,food,34,['food'],[34]
P01_70_29,P01,P01_70,00:07:14.50,00:07:17.80,stir food,stir,10,food,34,['food'],[34]
P01_70_30,P01,P01_70,00:07:22.70,00:07:30.40,stir food,stir,10,food,34,['food'],[34]
P01_70_31,P01,P01_70,00:08:03.90,00:08:05.70,stir food,stir,10,food,34,['food'],[34]
P01_70_32,P01,P01_70,00:08:20.00,00:08:29.40,stir food,stir,10,food,34,['food'],[34]
P01_70_33,P01,P01_70,00:08:45.70,00:08:54.60,stir food,stir,10,food,34,['food'],[34]
P01_70_34,P01,P01_70,00:10:42.40,00:10:43.10,add chicken,add,46,chicken,57,['chicken'],[57]
P01_70_35,P01,P01_70,00:11:17.00,00:11:17.80,add chicken,add,46,chicken,57,['chicken'],[57]
P01_70_36,P01,P01_70,00:11:36.60,00:11:37.50,add chicken,add,46,chicken,57,['chicken'],[57]
P01_70_37,P01,P01_70,00:11:51.60,00:11:52.50,add chicken,add,46,chicken,57,['chicken'],[57]
P01_70_38,P01,P01_70,00:12:09.00,00:12:10.20,add chicken,add,46,chicken,57,['chicken'],[57]
P01_70_39,P01,P01_70,00:12:13.20,00:12:13.70,add chicken,add,46,chicken,57,['chicken'],[57]
P01_70_40,P01,P01_70,00:12:43.20,00:12:46.70,stir food,stir,10,food,34,['food'],[34]
P01_70_42,P01,P01_70,00:13:49.00,00:13:53.20,add salt,add,46,salt,38,['salt'],[38]
P01_70_43,P01,P01_70,00:13:57.20,00:14:03.10,add salt,add,46,salt,38,['salt'],[38]
P01_70_44,P01,P01_70,00:14:06.40,00:14:13.90,add spice,add,46,spice,85,['spice'],[85]
P01_70_45,P01,P01_70,00:14:31.60,00:14:56.00,stir food,stir,10,food,34,['food'],[34]
P01_70_47,P01,P01_70,00:15:07.80,00:15:09.70,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_48,P01,P01_70,00:15:32.60,00:15:33.80,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_49,P01,P01_70,00:15:34.00,00:15:35.50,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_50,P01,P01_70,00:19:42.50,00:19:47.70,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_51,P01,P01_70,00:19:52.40,00:19:54.00,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_53,P01,P01_70,00:20:25.00,00:20:25.80,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_54,P01,P01_70,00:20:25.90,00:20:26.40,stir food,stir,10,food,34,['food'],[34]
P01_70_56,P01,P01_70,00:20:30.20,00:20:40.70,stir food,stir,10,food,34,['food'],[34]
P01_70_57,P01,P01_70,00:20:49.20,00:20:49.90,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_58,P01,P01_70,00:21:00.90,00:21:04.20,add oil,add,46,oil,31,['oil'],[31]
P01_70_62,P01,P01_70,00:22:07.90,00:22:38.50,stir food,stir,10,food,34,['food'],[34]
P01_70_63,P01,P01_70,00:25:22.50,00:25:23.90,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_64,P01,P01_70,00:25:29.30,00:25:30.60,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_65,P01,P01_70,00:25:34.90,00:25:35.70,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_66,P01,P01_70,00:25:35.70,00:25:38.50,add salt,add,46,salt,38,['salt'],[38]
P01_70_67,P01,P01_70,00:25:41.10,00:25:43.10,stir food,stir,10,food,34,['food'],[34]
P01_70_68,P01,P01_70,00:25:45.90,00:25:59.20,stir food,stir,10,food,34,['food'],[34]
P01_70_69,P01,P01_70,00:26:03.00,00:26:04.00,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_70,P01,P01_70,00:26:27.90,00:26:37.20,stir food,stir,10,food,34,['food'],[34]
P01_70_71,P01,P01_70,00:26:46.30,00:26:52.60,add salt,add,46,salt,38,['salt'],[38]
P01_70_72,P01,P01_70,00:27:02.80,00:27:10.00,stir food,stir,10,food,34,['food'],[34]
P01_70_74,P01,P01_70,00:27:14.40,00:27:22.90,stir food,stir,10,food,34,['food'],[34]
P01_70_75,P01,P01_70,00:30:41.10,00:30:49.70,stir food,stir,10,food,34,['food'],[34]
P01_70_76,P01,P01_70,00:31:19.90,00:31:33.60,stir food,stir,10,food,34,['food'],[34]
P01_70_77,P01,P01_70,00:31:37.20,00:32:00.50,stir food,stir,10,food,34,['food'],[34]
P01_70_78,P01,P01_70,00:32:03.90,00:32:04.90,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_80,P01,P01_70,00:32:09.70,00:32:13.50,stir food,stir,10,food,34,['food'],[34]
P01_70_82,P01,P01_70,00:32:33.70,00:32:35.30,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_84,P01,P01_70,00:32:42.90,00:33:08.10,stir food,stir,10,food,34,['food'],[34]
P01_70_85,P01,P01_70,00:39:27.50,00:39:36.70,stir food,stir,10,food,34,['food'],[34]
P01_70_86,P01,P01_70,00:39:49.70,00:40:05.50,stir food,stir,10,food,34,['food'],[34]
P01_70_90,P01,P01_70,00:41:58.90,00:42:12.30,stir food,stir,10,food,34,['food'],[34]
P01_70_91,P01,P01_70,00:42:14.80,00:42:23.90,stir food,stir,10,food,34,['food'],[34]
P01_70_92,P01,P01_70,00:42:34.90,00:42:36.00,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_93,P01,P01_70,00:42:44.40,00:42:45.40,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_94,P01,P01_70,00:42:49.50,00:42:50.80,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_95,P01,P01_70,00:43:00.60,00:43:18.90,stir food,stir,10,food,34,['food'],[34]
P01_70_96,P01,P01_70,00:43:19.60,00:43:20.60,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_97,P01,P01_70,00:48:33.70,00:48:55.00,stir food,stir,10,food,34,['food'],[34]
P01_70_98,P01,P01_70,00:48:57.10,00:48:59.10,stir food,stir,10,food,34,['food'],[34]
P01_70_100,P01,P01_70,00:49:01.90,00:49:38.20,stir food,stir,10,food,34,['food'],[34]
P01_70_102,P01,P01_70,00:49:41.20,00:49:58.20,stir food,stir,10,food,34,['food'],[34]
P01_70_103,P01,P01_70,00:50:12.20,00:50:29.10,stir food,stir,10,food,34,['food'],[34]
P01_70_105,P01,P01_70,00:53:57.20,00:53:58.60,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_106,P01,P01_70,00:53:59.50,00:54:14.30,stir food,stir,10,food,34,['food'],[34]
P01_70_107,P01,P01_70,00:54:19.50,00:54:20.60,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_110,P01,P01_70,00:59:24.80,00:59:26.10,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_111,P01,P01_70,00:59:26.40,00:59:41.00,stir food,stir,10,food,34,['food'],[34]
P01_70_112,P01,P01_70,00:59:46.60,00:59:48.00,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_113,P01,P01_70,00:02:07.00,00:02:07.70,uncover pot,uncover,83,pot,29,['pot'],[29]
P01_70_119,P01,P01_70,00:03:08.60,00:03:16.60,stir food,stir,10,food,34,['food'],[34]
P01_70_122,P01,P01_70,00:03:55.40,00:03:56.60,cover pot,cover,36,pot,29,['pot'],[29]
P01_70_123,P01,P01_70,00:05:18.80,00:05:20.80,add oil,add,46,oil,31,['oil'],[31]
P01_70_125,P01,P01_70,00:06:04.20,00:06:04.80,add salmon,add,46,salmon,112,['salmon'],[112]
P01_70_126,P01,P01_70,00:06:09.40,00:06:10.30,add salmon,add,46,salmon,112,['salmon'],[112]
P01_70_127,P01,P01_70,00:06:13.50,00:06:14.70,add salmon,add,46,salmon,112,['salmon'],[112]
P01_70_128,P01,P01_70,00:06:26.00,00:06:26.50,add salmon,add,46,salmon,112,['salmon'],[112]
